X,Y
0.7964691855978616,0.8315513738418383
0.38613933495037944,0.8318275870968661
0.3268514535642031,0.9344009585513211
0.6513147690828912,1.1494317940777896
0.819468969785563,1.0244553248606352
0.5231064601244609,0.9110235106775828
1.0807641983846155,1.0224433825702215
0.7848297385848633,0.6229589138531781
0.5809319014843609,0.661788655622314
0.4921175181941505,0.5282632308789557
0.4431780161508694,0.5937140463888293
0.8290497073840416,0.9309761238544878
0.5385722446796244,0.39210493994507517
0.15967789660956835,0.7337011726795282
0.4980442553304314,0.7308627633296438
0.8379954057320357,0.7936850976503063
0.28249173045349996,0.725830290295828
0.2754517561474925,0.6122612229724653
